valid_time,pressure_level,Specific_humidity,number,latitude,longitude,expver
2024-01-13 19:00:00,900.0,0.0068134405,0,21.22,81.33,0001
2024-01-13 19:00:00,800.0,0.008541685,0,21.22,81.33,0001
2024-01-13 19:00:00,750.0,0.00087162387,0,21.22,81.33,0001
2024-01-13 19:00:00,700.0,0.0006779919,0,21.22,81.33,0001
2024-01-13 19:00:00,600.0,0.0008305316,0,21.22,81.33,0001
2024-01-13 19:00:00,500.0,0.00055007427,0,21.22,81.33,0001
2024-01-13 19:00:00,400.0,0.00037617586,0,21.22,81.33,0001
2024-01-13 19:00:00,300.0,0.00014950773,0,21.22,81.33,0001
2024-01-13 19:00:00,200.0,1.2548496e-05,0,21.22,81.33,0001
2024-01-13 19:00:00,150.0,5.505399e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,100.0,2.8629584e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,70.0,2.9772382e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,50.0,3.0574538e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,30.0,2.9387156e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,20.0,2.8921204e-06,0,21.22,81.33,0001
2024-01-13 19:00:00,10.0,3.002695e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,1000.0,0.009563506,0,21.22,81.33,0001
2024-01-14 19:00:00,900.0,0.008093849,0,21.22,81.33,0001
2024-01-14 19:00:00,800.0,0.0075661205,0,21.22,81.33,0001
2024-01-14 19:00:00,750.0,0.0058178864,0,21.22,81.33,0001
2024-01-14 19:00:00,700.0,0.00059637614,0,21.22,81.33,0001
2024-01-14 19:00:00,600.0,0.0010272902,0,21.22,81.33,0001
2024-01-14 19:00:00,500.0,0.0007394394,0,21.22,81.33,0001
2024-01-14 19:00:00,400.0,0.00026581017,0,21.22,81.33,0001
2024-01-14 19:00:00,300.0,0.00012235082,0,21.22,81.33,0001
2024-01-14 19:00:00,200.0,2.548797e-05,0,21.22,81.33,0001
2024-01-14 19:00:00,150.0,4.246146e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,100.0,2.4937635e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,70.0,2.7276828e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,50.0,3.0542533e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,30.0,3.0145438e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,20.0,2.9841713e-06,0,21.22,81.33,0001
2024-01-14 19:00:00,10.0,3.0477177e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,1000.0,0.008247174,0,21.22,81.33,0001
2024-01-15 19:00:00,900.0,0.0071533434,0,21.22,81.33,0001
2024-01-15 19:00:00,800.0,0.0048382655,0,21.22,81.33,0001
2024-01-15 19:00:00,750.0,0.0006423951,0,21.22,81.33,0001
2024-01-15 19:00:00,700.0,0.00035805092,0,21.22,81.33,0001
2024-01-15 19:00:00,600.0,0.0005414032,0,21.22,81.33,0001
2024-01-15 19:00:00,500.0,0.00012434814,0,21.22,81.33,0001
2024-01-15 19:00:00,400.0,0.0003854914,0,21.22,81.33,0001
2024-01-15 19:00:00,300.0,0.00025168923,0,21.22,81.33,0001
2024-01-15 19:00:00,200.0,3.4533718e-05,0,21.22,81.33,0001
2024-01-15 19:00:00,150.0,8.136254e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,100.0,2.7673086e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,70.0,2.9949688e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,50.0,3.0480196e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,30.0,2.99568e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,20.0,3.0322517e-06,0,21.22,81.33,0001
2024-01-15 19:00:00,10.0,3.1503787e-06,0,21.22,81.33,0001
2024-01-16 19:00:00,1000.0,0.009744417,0,21.22,81.33,0001
2024-01-16 19:00:00,900.0,0.008593436,0,21.22,81.33,0001
2024-01-16 19:00:00,800.0,0.005566731,0,21.22,81.33,0001
2024-01-16 19:00:00,750.0,0.00068851723,0,21.22,81.33,0001
2024-01-16 19:00:00,700.0,0.0010158711,0,21.22,81.33,0001
2024-01-16 19:00:00,600.0,0.0004918205,0,21.22,81.33,0001
2024-01-16 19:00:00,500.0,0.00043861358,0,21.22,81.33,0001
2024-01-16 19:00:00,400.0,0.00023814572,0,21.22,81.33,0001
2024-01-16 19:00:00,300.0,0.00013647652,0,21.22,81.33,0001
2024-01-16 19:00:00,200.0,4.083295e-05,0,21.22,81.33,0001
2024-01-16 19:00:00,150.0,1.539156e-05,0,21.22,81.33,0001
2024-01-16 19:00:00,100.0,2.4394776e-06,0,21.22,81.33,0001
2024-01-16 19:00:00,70.0,2.8456652e-06,0,21.22,81.33,0001
2024-01-16 19:00:00,50.0,3.0498877e-06,0,21.22,81.33,0001
2024-01-16 19:00:00,30.0,3.0093634e-06,0,21.22,81.33,0001
2024-01-16 19:00:00,20.0,3.1247764e-06,0,21.22,81.33,0001
2024-01-16 19:00:00,10.0,3.1806858e-06,0,21.22,81.33,0001
2024-01-17 19:00:00,1000.0,0.012904249,0,21.22,81.33,0001
2024-01-17 19:00:00,900.0,0.011516474,0,21.22,81.33,0001
2024-01-17 19:00:00,800.0,0.009260781,0,21.22,81.33,0001
2024-01-17 19:00:00,750.0,0.0069457293,0,21.22,81.33,0001
2024-01-17 19:00:00,700.0,0.0039145723,0,21.22,81.33,0001
2024-01-17 19:00:00,600.0,0.00034845108,0,21.22,81.33,0001
2024-01-17 19:00:00,500.0,0.00021088072,0,21.22,81.33,0001
2024-01-17 19:00:00,400.0,0.00023114175,0,21.22,81.33,0001
2024-01-17 19:00:00,300.0,7.937502e-05,0,21.22,81.33,0001
2024-01-17 19:00:00,200.0,2.6175287e-05,0,21.22,81.33,0001
2024-01-17 19:00:00,150.0,1.1618187e-05,0,21.22,81.33,0001
2024-01-17 19:00:00,100.0,2.4184483e-06,0,21.22,81.33,0001
2024-01-17 19:00:00,70.0,2.6349262e-06,0,21.22,81.33,0001
2024-01-17 19:00:00,50.0,3.0438123e-06,0,21.22,81.33,0001
2024-01-17 19:00:00,30.0,3.0649135e-06,0,21.22,81.33,0001
2024-01-17 19:00:00,20.0,3.082966e-06,0,21.22,81.33,0001
2024-01-17 19:00:00,10.0,3.145744e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,1000.0,0.013110973,0,21.22,81.33,0001
2024-01-18 19:00:00,900.0,0.009941168,0,21.22,81.33,0001
2024-01-18 19:00:00,800.0,0.0080237985,0,21.22,81.33,0001
2024-01-18 19:00:00,750.0,0.0059628636,0,21.22,81.33,0001
2024-01-18 19:00:00,700.0,0.0055665895,0,21.22,81.33,0001
2024-01-18 19:00:00,600.0,0.001023399,0,21.22,81.33,0001
2024-01-18 19:00:00,500.0,0.00013572563,0,21.22,81.33,0001
2024-01-18 19:00:00,400.0,0.0002939091,0,21.22,81.33,0001
2024-01-18 19:00:00,300.0,6.304581e-05,0,21.22,81.33,0001
2024-01-18 19:00:00,200.0,1.4946226e-05,0,21.22,81.33,0001
2024-01-18 19:00:00,150.0,9.507471e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,100.0,2.9575813e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,70.0,2.9795283e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,50.0,3.043996e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,30.0,3.0383044e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,20.0,3.1060908e-06,0,21.22,81.33,0001
2024-01-18 19:00:00,10.0,3.1506797e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,1000.0,0.01241114,0,21.22,81.33,0001
2024-01-19 19:00:00,900.0,0.009875845,0,21.22,81.33,0001
2024-01-19 19:00:00,800.0,0.0063648075,0,21.22,81.33,0001
2024-01-19 19:00:00,750.0,0.005914472,0,21.22,81.33,0001
2024-01-19 19:00:00,700.0,0.003370198,0,21.22,81.33,0001
2024-01-19 19:00:00,600.0,0.00018662743,0,21.22,81.33,0001
2024-01-19 19:00:00,500.0,0.00042687007,0,21.22,81.33,0001
2024-01-19 19:00:00,400.0,0.000106296226,0,21.22,81.33,0001
2024-01-19 19:00:00,300.0,4.1363557e-05,0,21.22,81.33,0001
2024-01-19 19:00:00,200.0,1.602518e-05,0,21.22,81.33,0001
2024-01-19 19:00:00,150.0,6.603046e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,100.0,3.1553145e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,70.0,2.6489124e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,50.0,3.0452684e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,30.0,3.019125e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,20.0,3.048447e-06,0,21.22,81.33,0001
2024-01-19 19:00:00,10.0,3.1316058e-06,0,21.22,81.33,0001
2024-01-20 19:00:00,1000.0,0.012099683,0,21.22,81.33,0001
2024-01-20 19:00:00,900.0,0.012178149,0,21.22,81.33,0001
2024-01-20 19:00:00,800.0,0.008600529,0,21.22,81.33,0001
2024-01-20 19:00:00,750.0,0.007939786,0,21.22,81.33,0001
2024-01-20 19:00:00,700.0,0.0060779303,0,21.22,81.33,0001
2024-01-20 19:00:00,600.0,0.0023934697,0,21.22,81.33,0001
2024-01-20 19:00:00,500.0,0.00021865191,0,21.22,81.33,0001
2024-01-20 19:00:00,400.0,9.9891244e-05,0,21.22,81.33,0001
2024-01-20 19:00:00,300.0,8.774e-05,0,21.22,81.33,0001
2024-01-20 19:00:00,200.0,1.2804497e-05,0,21.22,81.33,0001
2024-01-20 19:00:00,150.0,1.66494e-05,0,21.22,81.33,0001
2024-01-20 19:00:00,100.0,2.8459335e-06,0,21.22,81.33,0001
2024-01-20 19:00:00,70.0,2.543804e-06,0,21.22,81.33,0001
2024-01-20 19:00:00,50.0,3.061411e-06,0,21.22,81.33,0001
2024-01-20 19:00:00,30.0,3.0384663e-06,0,21.22,81.33,0001
2024-01-20 19:00:00,20.0,3.0754018e-06,0,21.22,81.33,0001
2024-01-20 19:00:00,10.0,3.1395994e-06,0,21.22,81.33,0001
2024-01-21 19:00:00,1000.0,0.012611978,0,21.22,81.33,0001
2024-01-21 19:00:00,900.0,0.011418577,0,21.22,81.33,0001
2024-01-21 19:00:00,800.0,0.007849123,0,21.22,81.33,0001
2024-01-21 19:00:00,750.0,0.0036962803,0,21.22,81.33,0001
2024-01-21 19:00:00,700.0,0.0013409308,0,21.22,81.33,0001
2024-01-21 19:00:00,600.0,0.00018726416,0,21.22,81.33,0001
2024-01-21 19:00:00,500.0,0.0004638387,0,21.22,81.33,0001
2024-01-21 19:00:00,400.0,0.00013458829,0,21.22,81.33,0001
2024-01-21 19:00:00,300.0,8.800576e-05,0,21.22,81.33,0001
2024-01-21 19:00:00,200.0,2.5496207e-05,0,21.22,81.33,0001
2024-01-21 19:00:00,150.0,1.6095059e-05,0,21.22,81.33,0001
2024-01-21 19:00:00,100.0,3.5096273e-06,0,21.22,81.33,0001
2024-01-21 19:00:00,70.0,2.9186995e-06,0,21.22,81.33,0001
2024-01-21 19:00:00,50.0,3.0535048e-06,0,21.22,81.33,0001
2024-01-21 19:00:00,30.0,3.0411748e-06,0,21.22,81.33,0001
2024-01-21 19:00:00,20.0,2.8454106e-06,0,21.22,81.33,0001
2024-01-21 19:00:00,10.0,3.1046711e-06,0,21.22,81.33,0001
2024-01-22 19:00:00,1000.0,0.012974013,0,21.22,81.33,0001
2024-01-22 19:00:00,900.0,0.0118577555,0,21.22,81.33,0001
2024-01-22 19:00:00,800.0,0.00917545,0,21.22,81.33,0001
2024-01-22 19:00:00,750.0,0.008480966,0,21.22,81.33,0001
2024-01-22 19:00:00,700.0,0.0069209486,0,21.22,81.33,0001
2024-01-22 19:00:00,600.0,0.0008232114,0,21.22,81.33,0001
2024-01-22 19:00:00,500.0,0.0007609285,0,21.22,81.33,0001
2024-01-22 19:00:00,400.0,0.00038723997,0,21.22,81.33,0001
